epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,5548.68,0.99296,0.65388,0.99923,0.77385,0.69548,0.75125,0.47136,1.00164,0.65069,1.0089,0.000721645,0.000721645,0.000721645
52,5655.56,0.98667,0.64787,0.99778,0.76672,0.70279,0.75056,0.47237,0.99731,0.65314,1.00635,0.000707498,0.000707498,0.000707498
53,5761.72,0.99022,0.65265,0.9976,0.76879,0.70393,0.75034,0.47299,0.99742,0.64883,1.01001,0.000693351,0.000693351,0.000693351
54,5868.33,0.98554,0.64746,0.99588,0.77072,0.70039,0.75123,0.47327,1.00102,0.65045,1.00753,0.000679204,0.000679204,0.000679204
55,5975.14,0.98578,0.64845,0.99489,0.77088,0.70757,0.75544,0.47609,0.991,0.63986,1.00186,0.000665057,0.000665057,0.000665057
56,6081.58,0.98658,0.63863,0.99414,0.77304,0.70432,0.75428,0.47659,0.99488,0.64589,1.00669,0.000650909,0.000650909,0.000650909
57,6214.06,0.97688,0.64029,0.99549,0.77446,0.70212,0.75926,0.47938,0.9928,0.63655,1.00197,0.000636762,0.000636762,0.000636762
58,6394.22,0.98077,0.63757,0.99218,0.787,0.70128,0.76085,0.47956,0.98919,0.64302,1.00135,0.000622615,0.000622615,0.000622615
59,6526.36,0.97137,0.6326,0.98701,0.76994,0.71155,0.76261,0.48094,0.99068,0.63619,1.00405,0.000608468,0.000608468,0.000608468
60,6633.3,0.96857,0.6276,0.98804,0.77121,0.71276,0.76291,0.48197,0.98569,0.63297,0.99895,0.000594321,0.000594321,0.000594321
61,6740.1,0.96873,0.62943,0.98672,0.78012,0.70257,0.75995,0.48046,0.98426,0.63407,0.99609,0.000580174,0.000580174,0.000580174
62,6846.57,0.96328,0.61968,0.98343,0.78203,0.7038,0.76266,0.48112,0.98263,0.63261,0.99784,0.000566027,0.000566027,0.000566027
63,6952.74,0.9704,0.6278,0.9879,0.77673,0.71538,0.76222,0.48189,0.98359,0.63013,0.99735,0.00055188,0.00055188,0.00055188
64,7059.07,0.96233,0.62347,0.98425,0.78376,0.70928,0.76522,0.48211,0.98111,0.6259,0.99588,0.000537733,0.000537733,0.000537733
65,7165.93,0.95945,0.61931,0.98181,0.78459,0.70714,0.76363,0.48164,0.9806,0.62626,0.99579,0.000523586,0.000523586,0.000523586
66,7271.46,0.95674,0.61661,0.98329,0.77676,0.71467,0.7653,0.48385,0.97972,0.62162,0.9936,0.000509438,0.000509438,0.000509438
67,7379.5,0.95614,0.61699,0.98076,0.79061,0.71552,0.76686,0.48519,0.97638,0.62134,0.99427,0.000495291,0.000495291,0.000495291
68,7485.36,0.94778,0.61263,0.97752,0.78969,0.71098,0.77022,0.48627,0.97699,0.61876,0.99161,0.000481144,0.000481144,0.000481144
69,7592.15,0.95334,0.61141,0.9797,0.79532,0.70578,0.76933,0.48692,0.97616,0.61995,0.99117,0.000466997,0.000466997,0.000466997
70,7698.14,0.9542,0.61031,0.98011,0.78831,0.71555,0.77139,0.48875,0.97595,0.61713,0.99505,0.00045285,0.00045285,0.00045285
71,7804.4,0.94851,0.6093,0.97903,0.77513,0.7191,0.76702,0.48679,0.97379,0.62081,0.99383,0.000438703,0.000438703,0.000438703
72,7911.5,0.94471,0.60579,0.97682,0.79924,0.70818,0.77187,0.48895,0.97275,0.61689,0.99002,0.000424556,0.000424556,0.000424556
73,8017.34,0.9444,0.60417,0.97683,0.79066,0.71592,0.77199,0.48883,0.97069,0.61541,0.99003,0.000410409,0.000410409,0.000410409
74,8124.28,0.94276,0.6043,0.97623,0.7995,0.71342,0.77267,0.48908,0.97117,0.61352,0.98965,0.000396262,0.000396262,0.000396262
75,8230.02,0.94372,0.60233,0.97551,0.79711,0.7127,0.77224,0.49028,0.96962,0.61574,0.98825,0.000382115,0.000382115,0.000382115
76,8349.03,0.92902,0.59314,0.97,0.80593,0.70896,0.77453,0.49131,0.96925,0.61141,0.9882,0.000367967,0.000367967,0.000367967
77,8457.53,0.93845,0.5984,0.97524,0.79206,0.71562,0.77241,0.49127,0.96928,0.61067,0.98605,0.00035382,0.00035382,0.00035382
78,8563.73,0.93315,0.59479,0.97062,0.80197,0.70736,0.77388,0.49262,0.96575,0.60901,0.98522,0.000339673,0.000339673,0.000339673
79,8669.64,0.93319,0.59356,0.97221,0.78687,0.71788,0.77279,0.49193,0.96633,0.60909,0.98529,0.000325526,0.000325526,0.000325526
80,8775.92,0.92381,0.5875,0.9697,0.79734,0.71485,0.77343,0.4931,0.96218,0.60918,0.98492,0.000311379,0.000311379,0.000311379
81,8881.53,0.93299,0.5946,0.9715,0.80082,0.71636,0.77467,0.49285,0.96387,0.60778,0.98444,0.000297232,0.000297232,0.000297232
82,8987.71,0.9254,0.5891,0.96664,0.79001,0.72206,0.77465,0.49191,0.96422,0.60778,0.98522,0.000283085,0.000283085,0.000283085
83,9094.07,0.92675,0.58464,0.96746,0.80009,0.71613,0.77548,0.4936,0.96446,0.61002,0.98645,0.000268938,0.000268938,0.000268938
84,9199.79,0.92301,0.58681,0.96567,0.79836,0.71892,0.77353,0.49351,0.96212,0.60903,0.9837,0.000254791,0.000254791,0.000254791
85,9306.17,0.91932,0.58369,0.96564,0.79439,0.71866,0.77741,0.49463,0.96193,0.60748,0.98353,0.000240644,0.000240644,0.000240644
86,9411.74,0.91273,0.57783,0.96133,0.79196,0.72328,0.77684,0.49414,0.96114,0.6049,0.98307,0.000226497,0.000226497,0.000226497
87,9518.01,0.91745,0.57809,0.96522,0.80299,0.71382,0.7775,0.49477,0.9609,0.60028,0.98232,0.000212349,0.000212349,0.000212349
88,9623.73,0.91207,0.57467,0.95996,0.80473,0.71545,0.77792,0.4951,0.96145,0.6004,0.98162,0.000198202,0.000198202,0.000198202
89,9730.01,0.91662,0.57886,0.96297,0.80274,0.7155,0.77806,0.49535,0.96218,0.60039,0.98181,0.000184055,0.000184055,0.000184055
90,9835.85,0.91161,0.57428,0.96023,0.80144,0.71966,0.77819,0.4954,0.96132,0.59949,0.98173,0.000169908,0.000169908,0.000169908
91,9978.42,0.89558,0.54637,0.94645,0.80308,0.71353,0.7733,0.49172,0.96948,0.60825,0.98537,0.000155761,0.000155761,0.000155761
92,10081.4,0.88911,0.53928,0.94469,0.79407,0.72246,0.77553,0.49258,0.96783,0.60784,0.98343,0.000141614,0.000141614,0.000141614
93,10184.3,0.88448,0.5325,0.94364,0.80449,0.71365,0.77521,0.49387,0.96369,0.60708,0.98118,0.000127467,0.000127467,0.000127467
94,10287.8,0.88292,0.53029,0.94288,0.80027,0.7175,0.77575,0.49521,0.96373,0.60359,0.98121,0.00011332,0.00011332,0.00011332
95,10390.8,0.87579,0.52612,0.93974,0.7955,0.72289,0.77766,0.49419,0.9635,0.60207,0.98029,9.91726e-05,9.91726e-05,9.91726e-05
96,10494.3,0.87651,0.5246,0.93889,0.80069,0.72046,0.77671,0.49504,0.963,0.60303,0.97955,8.50255e-05,8.50255e-05,8.50255e-05
97,10597.3,0.87178,0.52343,0.93903,0.80265,0.72055,0.77817,0.49627,0.96178,0.60204,0.979,7.08784e-05,7.08784e-05,7.08784e-05
98,10700.8,0.87226,0.52152,0.93827,0.79912,0.72001,0.77734,0.49514,0.96177,0.60164,0.97951,5.67313e-05,5.67313e-05,5.67313e-05
99,10803.8,0.87005,0.5186,0.93916,0.79498,0.72262,0.77777,0.49587,0.96063,0.60105,0.97989,4.25842e-05,4.25842e-05,4.25842e-05
100,10907,0.86925,0.51952,0.93657,0.80092,0.71885,0.77729,0.49543,0.96104,0.60035,0.98028,2.84371e-05,2.84371e-05,2.84371e-05
