epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,4575.03,1.03623,0.69058,1.00854,0.75753,0.68477,0.73463,0.45357,1.03121,0.69921,1.02456,0.000848969,0.000848969,0.000848969
43,4685.71,1.02844,0.68022,1.00299,0.75941,0.67879,0.72985,0.45272,1.02745,0.71268,1.02351,0.000834822,0.000834822,0.000834822
44,4795.05,1.01941,0.68049,1.00252,0.76431,0.68622,0.73448,0.45326,1.02927,0.70288,1.02309,0.000820675,0.000820675,0.000820675
45,4905.85,1.02987,0.68144,1.00373,0.76865,0.68777,0.73912,0.45831,1.02597,0.6978,1.02274,0.000806528,0.000806528,0.000806528
46,5016.83,1.01883,0.67184,1.00012,0.76921,0.68643,0.74422,0.46005,1.02703,0.6922,1.0198,0.00079238,0.00079238,0.00079238
47,5125.18,1.01551,0.66893,0.9978,0.7712,0.68126,0.74082,0.45881,1.01964,0.69265,1.01899,0.000778233,0.000778233,0.000778233
48,5234.13,1.02008,0.6712,1,0.77042,0.69182,0.74179,0.45912,1.02065,0.69401,1.01723,0.000764086,0.000764086,0.000764086
49,5345.43,1.01535,0.66378,1.00048,0.78641,0.68768,0.74745,0.46195,1.01729,0.68153,1.01846,0.000749939,0.000749939,0.000749939
50,5453.71,1.00286,0.65758,0.99624,0.77609,0.6871,0.74271,0.46152,1.01613,0.68025,1.01711,0.000735792,0.000735792,0.000735792
51,5562.44,1.00635,0.65554,0.99315,0.7687,0.70094,0.74541,0.46406,1.01032,0.67686,1.01325,0.000721645,0.000721645,0.000721645
52,5670.96,1.00002,0.6528,0.99358,0.76985,0.70105,0.74509,0.46306,1.01228,0.67105,1.0154,0.000707498,0.000707498,0.000707498
53,5777.63,1.00022,0.6579,0.99068,0.78175,0.69463,0.7489,0.46502,1.00922,0.66773,1.01363,0.000693351,0.000693351,0.000693351
54,5884.12,0.99873,0.64901,0.98921,0.77601,0.69201,0.74849,0.46538,1.00847,0.67223,1.01068,0.000679204,0.000679204,0.000679204
55,5990.46,0.9942,0.65033,0.98893,0.78458,0.69672,0.75277,0.46954,1.0025,0.65917,1.01096,0.000665057,0.000665057,0.000665057
56,6097.34,1.00027,0.64463,0.98954,0.78626,0.69236,0.75382,0.47087,1.00484,0.6614,1.01008,0.000650909,0.000650909,0.000650909
57,6203.79,0.98955,0.64774,0.98946,0.78945,0.69397,0.75513,0.47045,1.00131,0.66089,1.00818,0.000636762,0.000636762,0.000636762
58,6311.64,0.99297,0.64217,0.98573,0.78404,0.7019,0.75736,0.47146,1.0013,0.65323,1.00641,0.000622615,0.000622615,0.000622615
59,6419.28,0.98496,0.63941,0.98234,0.79112,0.69445,0.75599,0.47273,0.99809,0.65764,1.00623,0.000608468,0.000608468,0.000608468
60,6526.94,0.98285,0.63656,0.98188,0.77813,0.70075,0.754,0.47092,0.99548,0.65455,1.00372,0.000594321,0.000594321,0.000594321
61,6634.05,0.98128,0.6349,0.98106,0.7848,0.69969,0.75442,0.47204,0.99217,0.65819,1.00353,0.000580174,0.000580174,0.000580174
62,6743.51,0.9746,0.62798,0.97796,0.78678,0.69788,0.76028,0.47448,0.99073,0.64995,0.99949,0.000566027,0.000566027,0.000566027
63,6851.88,0.98283,0.6335,0.9819,0.78309,0.70799,0.76058,0.47583,0.99168,0.64591,1.00081,0.00055188,0.00055188,0.00055188
64,6958.46,0.97615,0.62891,0.97731,0.77574,0.70797,0.76035,0.47563,0.98695,0.64376,0.99943,0.000537733,0.000537733,0.000537733
65,7065.2,0.97094,0.62086,0.97566,0.78988,0.69995,0.76029,0.4747,0.98994,0.64479,1.00498,0.000523586,0.000523586,0.000523586
66,7172.04,0.97226,0.62272,0.97924,0.77776,0.70667,0.76022,0.47668,0.98829,0.6401,0.99859,0.000509438,0.000509438,0.000509438
67,7278.07,0.97398,0.62285,0.97664,0.78758,0.71048,0.76315,0.47823,0.98475,0.63552,0.99901,0.000495291,0.000495291,0.000495291
68,7385.8,0.96513,0.61859,0.97315,0.79193,0.69787,0.76324,0.47637,0.98741,0.64287,0.99886,0.000481144,0.000481144,0.000481144
69,7492.79,0.96552,0.6194,0.97338,0.78303,0.70758,0.76254,0.47789,0.98696,0.63412,0.99729,0.000466997,0.000466997,0.000466997
70,7601.21,0.9687,0.61451,0.97548,0.78682,0.71019,0.76832,0.48079,0.9829,0.63458,0.99658,0.00045285,0.00045285,0.00045285
