epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,8190.05,0.9444,0.60417,0.97683,0.80587,0.74751,0.80577,0.51679,0.94468,0.59346,0.97886,0.000410409,0.000410409,0.000410409
74,8301.71,0.94276,0.6043,0.97623,0.80941,0.74222,0.80666,0.51665,0.944,0.59208,0.97773,0.000396262,0.000396262,0.000396262
75,8413.74,0.94372,0.60233,0.97551,0.80563,0.74354,0.8055,0.517,0.94366,0.59528,0.97707,0.000382115,0.000382115,0.000382115
76,8525.93,0.92902,0.59314,0.97,0.80901,0.74615,0.80875,0.51832,0.94339,0.59166,0.97695,0.000367967,0.000367967,0.000367967
77,8637.77,0.93845,0.5984,0.97524,0.80998,0.74394,0.80645,0.51765,0.9445,0.59312,0.97525,0.00035382,0.00035382,0.00035382
78,8749.54,0.93315,0.59479,0.97062,0.8081,0.74572,0.8074,0.51927,0.94084,0.58865,0.97431,0.000339673,0.000339673,0.000339673
79,8861.57,0.93319,0.59356,0.97221,0.80172,0.74819,0.80591,0.51889,0.94037,0.58825,0.97393,0.000325526,0.000325526,0.000325526
80,8973.56,0.92381,0.5875,0.9697,0.80329,0.75072,0.80747,0.51962,0.93739,0.59024,0.97389,0.000311379,0.000311379,0.000311379
81,9085.51,0.93299,0.5946,0.9715,0.80267,0.75562,0.80865,0.51968,0.93814,0.58669,0.9733,0.000297232,0.000297232,0.000297232
82,9197.17,0.9254,0.5891,0.96664,0.79387,0.75694,0.80815,0.51868,0.93861,0.58854,0.97426,0.000283085,0.000283085,0.000283085
83,9308.7,0.92675,0.58464,0.96746,0.80616,0.7512,0.80921,0.52045,0.9385,0.58987,0.97504,0.000268938,0.000268938,0.000268938
84,9430.83,0.92301,0.58681,0.96567,0.8058,0.7538,0.80719,0.52021,0.93691,0.58951,0.97258,0.000254791,0.000254791,0.000254791
85,9555.65,0.91932,0.58369,0.96564,0.79697,0.75373,0.81046,0.52251,0.93557,0.58725,0.97218,0.000240644,0.000240644,0.000240644
86,9667.84,0.91273,0.57783,0.96133,0.80594,0.75043,0.80963,0.52122,0.93524,0.58443,0.97159,0.000226497,0.000226497,0.000226497
87,9779.93,0.91745,0.57809,0.96522,0.80712,0.75016,0.81025,0.52133,0.9359,0.57923,0.97136,0.000212349,0.000212349,0.000212349
88,9892.64,0.91207,0.57467,0.95996,0.80971,0.74935,0.81072,0.52213,0.93571,0.58035,0.97042,0.000198202,0.000198202,0.000198202
89,10004.3,0.91662,0.57886,0.96297,0.81564,0.74882,0.81077,0.52196,0.937,0.58095,0.97076,0.000184055,0.000184055,0.000184055
90,10116.4,0.91161,0.57428,0.96023,0.81673,0.74694,0.80959,0.52145,0.93696,0.58077,0.97108,0.000169908,0.000169908,0.000169908
91,10262,0.89558,0.54637,0.94645,0.80802,0.74846,0.80627,0.51771,0.94442,0.58934,0.97464,0.000155761,0.000155761,0.000155761
92,10372.2,0.88911,0.53928,0.94469,0.8087,0.74961,0.80868,0.51865,0.94254,0.59005,0.97259,0.000141614,0.000141614,0.000141614
93,10481.9,0.88448,0.5325,0.94364,0.81819,0.74393,0.80863,0.52019,0.93877,0.58881,0.97047,0.000127467,0.000127467,0.000127467
94,10591.2,0.88292,0.53029,0.94288,0.80961,0.74893,0.80799,0.52126,0.9385,0.58575,0.97044,0.00011332,0.00011332,0.00011332
95,10700.2,0.87579,0.52612,0.93974,0.80467,0.75549,0.80996,0.52013,0.93862,0.58319,0.96967,9.91726e-05,9.91726e-05,9.91726e-05
96,10809.7,0.87651,0.5246,0.93889,0.8057,0.75553,0.80947,0.52114,0.93811,0.58485,0.96895,8.50255e-05,8.50255e-05,8.50255e-05
97,10918.5,0.87178,0.52343,0.93903,0.81092,0.75413,0.81076,0.52251,0.93685,0.58457,0.96837,7.08784e-05,7.08784e-05,7.08784e-05
98,11028.7,0.87226,0.52152,0.93827,0.81659,0.74682,0.80984,0.52161,0.93636,0.58392,0.96872,5.67313e-05,5.67313e-05,5.67313e-05
99,11206.3,0.87005,0.5186,0.93916,0.81944,0.74411,0.81033,0.52251,0.93512,0.58328,0.96907,4.25842e-05,4.25842e-05,4.25842e-05
100,11451.7,0.86925,0.51952,0.93657,0.81738,0.74674,0.81001,0.52185,0.9358,0.58223,0.96952,2.84371e-05,2.84371e-05,2.84371e-05
