epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,10036.5,1.62386,0.63332,0.9494,0.81194,0.76224,0.82171,0.5252,1.54724,0.62404,0.94538,0.000325526,0.000325526,0.000325526
80,10163.7,1.59922,0.62765,0.94644,0.8133,0.76225,0.82311,0.52504,1.54573,0.62663,0.94289,0.000311379,0.000311379,0.000311379
81,10291.5,1.61638,0.63161,0.94763,0.81304,0.76336,0.82265,0.52595,1.54306,0.62182,0.94346,0.000297232,0.000297232,0.000297232
82,10418.9,1.59886,0.62681,0.94306,0.81656,0.76204,0.82319,0.52652,1.54483,0.62048,0.94261,0.000283085,0.000283085,0.000283085
83,10546.5,1.61041,0.62585,0.94333,0.81459,0.7628,0.8227,0.52654,1.54209,0.61888,0.9407,0.000268938,0.000268938,0.000268938
84,10673.8,1.59335,0.62686,0.94352,0.80966,0.76774,0.82348,0.52638,1.54203,0.61852,0.94238,0.000254791,0.000254791,0.000254791
85,10801.5,1.57902,0.61972,0.9434,0.80608,0.7777,0.8258,0.5259,1.53962,0.62006,0.94389,0.000240644,0.000240644,0.000240644
86,10928.9,1.56818,0.61698,0.93949,0.81025,0.7664,0.82446,0.52631,1.53428,0.62144,0.94219,0.000226497,0.000226497,0.000226497
87,11057,1.56493,0.61734,0.94244,0.81168,0.76745,0.8244,0.52596,1.54161,0.6177,0.94261,0.000212349,0.000212349,0.000212349
88,11184.4,1.56843,0.61383,0.94125,0.80554,0.77441,0.82497,0.52783,1.54047,0.61621,0.9434,0.000198202,0.000198202,0.000198202
89,11312.6,1.56973,0.61833,0.94106,0.81273,0.76786,0.82716,0.52817,1.53955,0.61701,0.94289,0.000184055,0.000184055,0.000184055
90,11440.8,1.5538,0.61173,0.93944,0.81006,0.77038,0.82686,0.5284,1.53274,0.6134,0.94219,0.000169908,0.000169908,0.000169908
91,11601.5,1.48245,0.5843,0.92632,0.80973,0.76652,0.82329,0.52345,1.56287,0.61913,0.94459,0.000155761,0.000155761,0.000155761
92,11726.2,1.46165,0.5753,0.92374,0.80476,0.76823,0.82184,0.52487,1.5563,0.62031,0.94249,0.000141614,0.000141614,0.000141614
93,11850.5,1.44991,0.57134,0.92394,0.81485,0.7609,0.82276,0.52541,1.54993,0.61957,0.94116,0.000127467,0.000127467,0.000127467
94,11975.3,1.44084,0.56677,0.92071,0.80993,0.76846,0.82192,0.52529,1.54635,0.61745,0.94047,0.00011332,0.00011332,0.00011332
95,12099.7,1.42938,0.56317,0.91942,0.81482,0.76463,0.8223,0.52588,1.54622,0.61662,0.94052,9.91726e-05,9.91726e-05,9.91726e-05
96,12224.6,1.42822,0.5614,0.91821,0.80558,0.76684,0.82286,0.5264,1.54513,0.61732,0.94018,8.50255e-05,8.50255e-05,8.50255e-05
97,12348.7,1.42298,0.562,0.91925,0.80863,0.76604,0.82132,0.52739,1.54066,0.6169,0.9405,7.08784e-05,7.08784e-05,7.08784e-05
98,12473.6,1.42245,0.5604,0.91905,0.807,0.76946,0.82191,0.52715,1.53985,0.61723,0.94054,5.67313e-05,5.67313e-05,5.67313e-05
99,12598.1,1.41606,0.55949,0.91936,0.81269,0.76766,0.82343,0.52866,1.53656,0.61464,0.94007,4.25842e-05,4.25842e-05,4.25842e-05
100,12724,1.41196,0.5568,0.91758,0.80993,0.77151,0.82345,0.52863,1.53412,0.61355,0.93958,2.84371e-05,2.84371e-05,2.84371e-05
